,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Power_Steering,Power,Torque,Seating_Capacity,Type,Wheelbase,Boot_Space,Ventilation_System,ABS_(Anti-lock_Braking_System),Gross_Vehicle_Weight,Number_of_Airbags
210,Toyota,Etios Cross,1.2 X Edition,"Rs. 6,68,500",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1555 mm,3895 mm,1735 mm,Hatchback,16.78 km/litre,,17.71 km/litre,,935 kg,5,174 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,,,2
211,Toyota,Etios Cross,1.4 X Edition,"Rs. 8,16,000",1364 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1555 mm,3895 mm,1735 mm,Hatchback,18.1 km/litre,22.5 km/litre,23.59 km/litre,,1015 kg,5,174 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,,2
212,Mahindra,Verito Vibe,D2,"Rs. 6,57,628",1461 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Diesel,1540 mm,3991 mm,1740 mm,Hatchback,18 km/litre,20.08 km/litre,20.08 km/litre,,1155 kg,5,172 mm,Solid Disc,Drum,Yes,65PS@4000rpm,160Nm@2000rpm,5,Manual,2630 mm,330 litres,Manual Air conditioning with cooling and heating,,1655 kg,
213,Mahindra,Verito Vibe,D4,"Rs. 6,85,729",1461 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Diesel,1540 mm,3991 mm,1740 mm,Hatchback,18 km/litre,20.08 km/litre,20.08 km/litre,,1155 kg,5,172 mm,Solid Disc,Drum,Yes,65PS@4000rpm,160Nm@2000rpm,5,Manual,2630 mm,330 litres,Manual Air conditioning with cooling and heating,,1655 kg,
214,Mahindra,Verito Vibe,D6,"Rs. 7,50,428",1461 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Diesel,1540 mm,3991 mm,1740 mm,Hatchback,18 km/litre,20.08 km/litre,20.08 km/litre,,1155 kg,5,172 mm,Solid Disc,Drum,Yes,65PS@4000rpm,160Nm@2000rpm,5,Manual,2630 mm,330 litres,Manual Air conditioning with cooling and heating,Yes,1655 kg,1
215,Fiat,Urban Cross,1.3 Multijet Active,"Rs. 6,77,618",1248 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1542 mm,3989 mm,1706 mm,Crossover,20 km/litre,,20 km/litre,,1210 kg,,205 mm,Ventilated Disc,Drum,Hydraulic Power,93PS@4000RPM,209Nm@2000rpm,5,Manual,2510 mm,,Manual Air conditioning with cooling and heating,Yes,,
216,Fiat,Urban Cross,1.3 Multijet Dynamic,"Rs. 7,39,074",1248 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1542 mm,3989 mm,1706 mm,Crossover,20 km/litre,,20 km/litre,,1215 kg,,,Ventilated Disc,Drum,Hydraulic Power,93PS@4000RPM,209Nm@2000rpm,5,Manual,2510 mm,,Manual Air conditioning with cooling and heating,Yes,205 kg,
217,Fiat,Urban Cross,1.4 T-Jet Emotion,"Rs. 9,77,516",1368 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1542 mm,3989 mm,1706 mm,Crossover,17 km/litre,,17.1 km/litre,,1215 kg,,205 mm,Ventilated Disc,Drum,Hydraulic Power,140ps@5500rpm,210Nm@2000-4000RPM,5,Manual,2510 mm,,"Manual Air conditioning with cooling and heating, Fully automatic climate control",Yes,,2
218,Fiat,Urban Cross,1.3 Multijet Emotion,"Rs. 8,10,211",1248 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1542 mm,3989 mm,1706 mm,Crossover,20 km/litre,,20 km/litre,,1215 kg,,205 mm,Ventilated Disc,Drum,Hydraulic Power,93PS@4000RPM,209Nm@2000rpm,5,Manual,2510 mm,,"Manual Air conditioning with cooling and heating, Fully automatic climate control",Yes,,2
219,Toyota,Glanza,G Hybrid,"Rs. 7,21,900",1197 cc,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1540 mm,3995 mm,1745 mm,Hatchback,,,23.87 km/litre,,910 kg,5,,Ventilated Disc,Drum,Electric Power,89PS@6000 rpm,113Nm@4400 rpm,5,Manual,2520 mm,339 litres,2 Zone Climate Control,Yes,1360 kg,2
220,Toyota,Glanza,V,"Rs. 7,58,200",1197 cc,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1540 mm,3995 mm,1745 mm,Hatchback,,,21.01 km/litre,,890 kg,5,,Ventilated Disc,Drum,Electric Power,82PS@6000 rpm,113Nm@4200 rpm,5,Manual,2520 mm,339 litres,2 Zone Climate Control,Yes,1340 kg,2
221,Toyota,Glanza,G Cvt,"Rs. 8,29,900",1197 cc,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1540 mm,3995 mm,1745 mm,Hatchback,,,19.56 km/litre,,935 kg,5,,Ventilated Disc,Drum,Electric Power,82PS@6000 rpm,113Nm@4200 rpm,5,CVT,2520 mm,339 litres,2 Zone Climate Control,Yes,1360 kg,2
222,Toyota,Glanza,V Cvt,"Rs. 8,90,200",1197 cc,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1540 mm,3995 mm,1745 mm,Hatchback,,,19.56 km/litre,,935 kg,5,,Ventilated Disc,Drum,"Electric Power, Hydraulic Power",82PS@6000 rpm,113Nm@4200 rpm,5,CVT,2520 mm,339 litres,2 Zone Climate Control,Yes,1360 kg,2
223,Toyota,Glanza,G Mt,"Rs. 6,97,900",1197 cc,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1540 mm,3995 mm,1745 mm,Hatchback,,,19.56 km/litre,,935 kg,5,,Ventilated Disc,Drum,Electric Power,82PS@6000 rpm,113Nm@4200 rpm,5,Manual,2520 mm,339 litres,2 Zone Climate Control,Yes,1360 kg,2
224,Fiat,Avventura,Multijet Dynamic,"Rs. 7,96,132",1248 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1542 mm,3989 mm,1706 mm,Crossover,11.2 km/litre,20.5 km/litre,20.5 km/litre,,1245 kg,5,205 mm,Ventilated Disc,Drum,Hydraulic Power,93PS@4000RPM,209Nm@2000rpm,5,Manual,2510 mm,280 litres,Manual Air conditioning with cooling and heating,Yes,,
225,Fiat,Avventura,Multijet Active,"Rs. 7,11,801",1248 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1542 mm,3989 mm,1706 mm,Crossover,11.2 km/litre,,20.5 km/litre,,1240 kg,5,205 mm,Ventilated Disc,Drum,Hydraulic Power,93PS@4000RPM,209Nm@2000rpm,5,Manual,2510 mm,280 litres,Manual Air conditioning with cooling and heating,,,
226,Fiat,Avventura,Multijet Emotion,"Rs. 8,76,341",1248 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1542 mm,3989 mm,1706 mm,Crossover,11.2 km/litre,20.5 km/litre,20.5 km/litre,,1255 kg,5,205 mm,Ventilated Disc,Drum,Hydraulic Power,93PS@4000RPM,209Nm@2000rpm,5,Manual,2510 mm,280 litres,Fully automatic climate control,Yes,,2
227,Honda,Jazz,V Petrol,"Rs. 7,45,000",1199 cc,4,FWD (Front Wheel Drive),BS IV,40 litres,Petrol,1544 mm,3955 mm,1694 mm,Hatchback,11.3 km/litre,,18.2 km/litre,,1042 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,90PS@6000rpm,110Nm@4800rpm,5,Manual,2530 mm,354 litres,Fully automatic climate control,Yes,,2
228,Honda,Jazz,Vx Cvt,"Rs. 9,09,000",1199 cc,4,FWD (Front Wheel Drive),BS IV,40 litres,Petrol,1544 mm,3955 mm,1694 mm,Hatchback,11.3 km/litre,,19 km/litre,,1066 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,90PS@6000rpm,110Nm@4800rpm,5,Automatic,2530 mm,354 litres,Fully automatic climate control,Yes,,2
229,Honda,Jazz,Vx Petrol,"Rs. 7,89,000",1199 cc,4,FWD (Front Wheel Drive),BS IV,40 litres,Petrol,1544 mm,3955 mm,1694 mm,Hatchback,11.3 km/litre,,18.2 km/litre,,1044 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,90PS@6000rpm,110Nm@4800rpm,5,Manual,2530 mm,354 litres,Fully automatic climate control,Yes,,2
230,Honda,Jazz,V Cvt,"Rs. 8,65,000",1199 cc,4,FWD (Front Wheel Drive),BS IV,40 litres,Petrol,1544 mm,3955 mm,1694 mm,Hatchback,11.3 km/litre,,19 km/litre,,1064 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,90PS@6000rpm,110Nm@4800rpm,5,Automatic,2530 mm,354 litres,Fully automatic climate control,Yes,,2
231,Honda,Jazz,S Diesel,"Rs. 8,16,500",1498 cc,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1544 mm,3955 mm,1694 mm,Hatchback,12 km/litre,,27.3 km/litre,,1139 kg,6,165 mm,Ventilated Disc,Drum,Electric Power,100PS@3600rpm,200Nm@1750rpm,5,Manual,2530 mm,354 litres,Manual Air conditioning with cooling and heating,Yes,,2
232,Honda,Jazz,V Diesel,"Rs. 8,96,500",1498 cc,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1544 mm,3955 mm,1694 mm,Hatchback,12 km/litre,,27.3 km/litre,,1146 kg,6,165 mm,Ventilated Disc,Drum,Electric Power,100PS@3600rpm,200Nm@1750rpm,5,Manual,2530 mm,354 litres,Fully automatic climate control,Yes,,2
233,Honda,Jazz,Vx Diesel,"Rs. 9,40,500",1498 cc,4,FWD (Front Wheel Drive),BS IV,40 litres,Diesel,1544 mm,3955 mm,1694 mm,Hatchback,12 km/litre,,27.3 km/litre,,1155 kg,6,165 mm,Ventilated Disc,Drum,Electric Power,100PS@3600rpm,200Nm@1750rpm,5,Manual,2530 mm,354 litres,Fully automatic climate control,Yes,,2
234,Honda,Jazz,Exclusive Edition Cvt,"Rs. 9,28,000",1199 cc,4,FWD (Front Wheel Drive),BS IV,40 litres,Petrol,1544 mm,3955 mm,1694 mm,Hatchback,,,18.2 km/litre,,1066 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,89 bhp@6000rpm,110 Nm@4800rpm,5,Automatic,2530 mm,354 litres,Fully automatic climate control,Yes,,2
235,Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,"Rs. 26,80,000",1956 cc,4,AWD (All Wheel Drive),BS 6,60 litres,Diesel,1657 mm,4398 mm,1818 mm,SUV,,,16.3 km/litre,,1654 kg,9,,Ventilated Disc,Ventilated Disc,Hydraulic Power,173PS@3750rpm,350Nm@1750-2500rpm,5,Automatic,2636 mm,438 litres,2 Zone Climate Control,Yes,,6
236,Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,"Rs. 27,60,000",1956 cc,4,AWD (All Wheel Drive),BS 6,60 litres,Diesel,1657 mm,4398 mm,1818 mm,SUV,,,16.3 km/litre,,1654 kg,9,,Ventilated Disc,Ventilated Disc,Hydraulic Power,173PS@3750rpm,350Nm@1750-2500rpm,5,Automatic,2636 mm,,2 Zone Climate Control,Yes,,6
237,Isuzu,Mu-X,4X2,"Rs. 27,34,834",2999 cc,4,RWD (Rear Wheel Drive),BS IV,76 litres,Diesel,1840 mm,4825 mm,1860 mm,SUV,13.8 km/litre,13.8 km/litre,13.8 km/litre,,,5,220 mm,Ventilated Disc,Drum,Electric Power,177PS@3600rpm,380Nm@1800-2800rpm,7,Automatic,2845 mm,,"Heater, Fully automatic climate control",Yes,,2
238,Isuzu,Mu-X,4X4,"Rs. 29,31,534",2999 cc,4,AWD (All Wheel Drive),BS IV,76 litres,Diesel,1840 mm,4825 mm,1860 mm,SUV,13.8 km/litre,13.8 km/litre,13.8 km/litre,,,5,220 mm,Ventilated Disc,Drum,Electric Power,177PS@3600rpm,380Nm@1800-2800rpm,7,Automatic,2845 mm,,"Heater, Fully automatic climate control",Yes,,2
239,Mahindra,Alturas G4,2Wd At,"Rs. 27,70,150",2157 cc,4,FWD (Front Wheel Drive),BS IV,70 litres,Diesel,1845 mm,4850 mm,1960 mm,,,,12.35 km/litre,,,7,,Ventilated Disc,Ventilated Disc,Electric Power,178bhp@400rpm,420Nm@1600-2600rpm,,Automatic,2865 mm,,2 Zone Climate Control,Yes,,2
240,Mahindra,Alturas G4,4Wd At,"Rs. 30,70,150",2157 cc,4,4WD,,70 litres,Diesel,1.845 mm,4850 mm,1960 mm,SUV,,,12.05 km/litre,,,7,,Ventilated Disc,Ventilated Disc,Electric Power,178Bhp @ 4000,420Nm @1600-2600,7,Automatic,2865 mm,,2 Zone Climate Control,Yes,,9
241,Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,"Rs. 28,14,500",1968 cc,4,AWD (All Wheel Drive),BS IV,71 litres,Diesel,1672 mm,4486 mm,1839 mm,SUV,,,17.06 km/litre,,1720 kg,8,149 mm,Ventilated Disc,Solid Disc,Electric Power,141PS@4000rpm,340Nm@1750-2750rpm,5,Automatic,2677 mm,615 litres,3 Zone climate control,Yes,2250 kg,6
242,Volkswagen,Tiguan,Highline 2.0L Tdi Amt,"Rs. 31,53,500",1968 cc,4,AWD (All Wheel Drive),BS IV,71 litres,Diesel,1672 mm,4486 mm,1839 mm,SUV,,,17.06 km/litre,,1720 kg,,149 mm,Ventilated Disc,Solid Disc,Electric Power,141PS@4000rpm,340Nm@1750-2750rpm,,Automatic,2677 mm,615 litres,3 Zone climate control,Yes,2250 kg,6
243,Honda,Cr-V,2Wd Petrol Cvt,"Rs. 28,27,001",1997 cc,4,FWD (Front Wheel Drive),,57 litres,Petrol,1679 mm,4592 mm,1855 mm,SUV,,,14.4 km/litre,,,7,198 mm,Ventilated Disc,Solid Disc,Electric Power,154PS@6500rpm,189NM@4300rpm,5,Automatic,2660 mm,522 litres,2 Zone Climate Control,Yes,,6
244,Honda,Cr-V,2Wd Diesel At,"Rs. 30,67,001",1597 cc,,FWD (Front Wheel Drive),BS IV,57 litres,Diesel,1679 mm,4592 mm,1855 mm,SUV,,,19.5 km/litre,,,9,198 mm,Ventilated Disc,Ventilated Disc,Electric Power,120PS@4000RPM,300NM@2000rpm,7,Automatic,2660 mm,150 litres,2 Zone Climate Control,Yes,,6
245,Honda,Cr-V,Awd Diesel At,"Rs. 32,77,001",1597 cc,,AWD (All Wheel Drive),BS IV,57 litres,Diesel,1689 mm,4592 mm,1855 mm,SUV,,,18.3 km/litre,,1725 kg,9,208 mm,Ventilated Disc,Solid Disc,Electric Power,120PS@4000RPM,300NM@2000rpm,7,Automatic,2660 mm,150 litres,2 Zone Climate Control,Yes,,6
246,Skoda,Superb Sportline,Sportline 1.8L Tsi At,"Rs. 28,99,599",1798 cc,4,FWD (Front Wheel Drive),BS IV,66 litres,Petrol,1483 mm,4861 mm,1864 mm,Sedan,11.3 km/litre,13.7 km/litre,13.7 km/litre,,1540 kg,7,164 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,180PS@6200RPM,250NM@1250-5000rpm,5,Automatic,2841 mm,625 litres,3 Zone climate control,Yes,2030 kg,8
247,Skoda,Superb Sportline,Sportline 2.0L Tdi At,"Rs. 31,49,599",1968 cc,4,FWD (Front Wheel Drive),BS IV,66 litres,Diesel,1483 mm,4861 mm,1864 mm,Sedan,15.1 km/litre,18.19 km/litre,18.19 km/litre,,1565 kg,6,149 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,177PS@4000RPM,350Nm@1500-3500rpm,5,Automatic,2841 mm,625 litres,3 Zone climate control,Yes,2060 kg,8
248,Audi,A3,35 Tdi Premium Plus,"Rs. 30,21,200",1968 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Diesel,1416 mm,4456 mm,1796 mm,Sedan,18 km/litre,18 km/litre,20.38 km/litre,,1340 kg,6,161 mm,Ventilated Disc,Ventilated Disc,Electric Power,143PS@4000rpm,320Nm@1750-3000rpm,5,Automatic,2637 mm,425 litres,2 Zone Climate Control,Yes,1890 kg,9
249,Audi,A3,35 Tdi Technology,"Rs. 32,21,200",1968 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Diesel,1416 mm,4456 mm,1796 mm,Sedan,18 km/litre,18 km/litre,20.38 km/litre,,1340 kg,6,161 mm,Solid Disc,Solid Disc,Electric Power,143PS@4000rpm,320Nm@1750-3000rpm,5,Automatic,2637 mm,425 litres,2 Zone Climate Control,Yes,1890 kg,9
250,Audi,A3,35 Tfsi Premium Plus,"Rs. 29,20,750",1395 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Petrol,1416 mm,4456 mm,1796 mm,Sedan,12.4 km/litre,,19.2 km/litre,,1340 kg,7,161 mm,Ventilated Disc,Ventilated Disc,Electric Power,150PS@6000RPM,250NM@1250-5000rpm,5,Automatic,2637 mm,425 litres,2 Zone Climate Control,Yes,1890 kg,9
251,Audi,A3,35 Tfsi Technology,"Rs. 31,20,750",1395 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Petrol,1416 mm,4456 mm,1796 mm,Sedan,12.4 km/litre,,19.2 km/litre,,1340 kg,7,161 mm,Ventilated Disc,Ventilated Disc,Electric Power,150PS@6000RPM,250NM@1250-5000rpm,5,Automatic,2637 mm,425 litres,2 Zone Climate Control,Yes,1890 kg,9
252,,Mercedes-Benz B-Class,B 180 Sport,"Rs. 29,88,311",1595 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Petrol,1557 mm,4393 mm,1786 mm,MPV,9.5 km/litre,14.2 km/litre,14.81 km/litre,,1425 kg,7,190 mm,Ventilated Disc,Ventilated Disc,Electric Power,122PS@5000rpm,200Nm@1250-4000rpm,5,Automatic,2699 mm,488 litres,Fully automatic climate control,Yes,1950 kg,7
253,,Mercedes-Benz B-Class,B 200 Cdi Sport,"Rs. 30,89,851",2143 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Diesel,1557 mm,4393 mm,1786 mm,MPV,11.5 km/litre,15 km/litre,15 km/litre,,1577 kg,7,190 mm,Ventilated Disc,Ventilated Disc,Electric Power,136PS@4400RPM,300Nm@1600-3000rpm,5,Automatic,2699 mm,488 litres,Fully automatic climate control,Yes,2025 kg,7
254,,Mercedes-Benz B-Class,B 180 Night Edition,"Rs. 31,98,662",1595 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Petrol,1557 mm,4393 mm,1786 mm,MPV,9.5 km/litre,14.2 km/litre,14.81 km/litre,,1425 kg,7,190 mm,Ventilated Disc,Ventilated Disc,Electric Power,122PS@5000rpm,200Nm@1250-4000rpm,5,Automatic,2699 mm,488 litres,Fully automatic climate control,Yes,1950 kg,6
255,,Mercedes-Benz B-Class,B 200 Cdi Night Edition,"Rs. 33,03,282",2143 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Diesel,1557 mm,4393 mm,1786 mm,MPV,11.5 km/litre,15 km/litre,15 km/litre,,1577 kg,7,190 mm,Ventilated Disc,Ventilated Disc,Electric Power,136PS@4400RPM,300Nm@1600-3000rpm,5,Automatic,2699 mm,488 litres,Fully automatic climate control,Yes,2025 kg,6
256,,Mercedes-Benz Cla-Class,200 Sport,"Rs. 35,99,000",1991 cc,4,FWD (Front Wheel Drive),BS IV,56 litres,Petrol,1432 mm,4630 mm,1777 mm,Sedan,11.04 km/litre,15.04 km/litre,15.04 km/litre,,1510 kg,7,160 mm,Ventilated Disc,Ventilated Disc,Electric Power,183PS@5500rpm,300Nm@1200-4000rpm,5,Automatic,2699 mm,470 litres,"Fully automatic climate control, 2 Zone Climate Control",Yes,1955 kg,6
257,,Mercedes-Benz Cla-Class,200 Cdi Style,"Rs. 31,72,000",2143 cc,4,FWD (Front Wheel Drive),BS IV,56 litres,Diesel,1432 mm,4630 mm,1777 mm,Sedan,13.9 km/litre,17.9 km/litre,17.9 km/litre,,1570 kg,,160 mm,Ventilated Disc,Ventilated Disc,Electric Power,136PS@4400RPM,300Nm@1600-3000rpm,5,Automatic,2699 mm,470 litres,"Fully automatic climate control, 2 Zone Climate Control",Yes,2005 kg,6
258,,Mercedes-Benz Cla-Class,200 D Sport,"Rs. 36,99,000",2143 cc,4,FWD (Front Wheel Drive),BS IV,56 litres,Diesel,1432 mm,4630 mm,1777 mm,Sedan,13.9 km/litre,17.9 km/litre,17.9 km/litre,,1570 kg,,160 mm,Ventilated Disc,Ventilated Disc,Electric Power,136PS@4400RPM,300Nm@1600-3000rpm,5,Automatic,2699 mm,470 litres,"Fully automatic climate control, 2 Zone Climate Control",Yes,2005 kg,6
259,Skoda,Kodiaq,Style 2.0 Tdi 4X4 At,"Rs. 32,99,599",1968 cc,4,FWD (Front Wheel Drive),BS IV,66 litres,Diesel,1483 mm,4861 mm,1864 mm,SUV,15.1 km/litre,18.19 km/litre,18.19 km/litre,,1565 kg,6,149 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,177PS@4000RPM,350Nm@1500-3500rpm,5,Automatic,2841 mm,625 litres,2 Zone Climate Control,Yes,2060 kg,8
260,Skoda,Kodiaq,Laurin And Klement,"Rs. 36,78,599",1968 cc,4,FWD (Front Wheel Drive),BS IV,66 litres,Diesel,1483 mm,4861 mm,1864 mm,SUV,15.1 km/litre,18.19 km/litre,18.19 km/litre,,1565 kg,6,149 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,148bhp@4000RPM,340Nm@1500-3500rpm,5,Automatic,2841 mm,625 litres,2 Zone Climate Control,Yes,2060 kg,9
261,Skoda,Kodiaq,Corporate Edition,"Rs. 32,99,599",1968 cc,4,FWD (Front Wheel Drive),BS IV,66 litres,Diesel,1483 mm,4861 mm,1864 mm,SUV,15.1 km/litre,18.19 km/litre,18.19 km/litre,,1565 kg,6,149 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,177PS@4000RPM,350Nm@1500-3500rpm,5,Automatic,2841 mm,625 litres,2 Zone Climate Control,Yes,2060 kg,9
262,Dc,Avanti,Standard,"Rs. 34,07,407",2000 cc,4,RWD (Rear Wheel Drive),BS IV,60 litres,Petrol,1200 mm,4565 mm,2120 mm,Coupe,8 km/litre,10 km/litre,10 km/litre,,1580 kg,6,170 mm,Ventilated Disc,Ventilated Disc,Electric Power,250PS@5500RPM,340NM@2750-5000rpm,2,Manual,2700 mm,,Manual Air conditioning with cooling and heating,Yes,1580 kg,
263,Audi,Q3,30 Tdi Premium Fwd,"Rs. 36,77,200",1968 cc,4,FWD (Front Wheel Drive),BS IV,64 litres,Diesel,1608 mm,4388 mm,1831 mm,SUV,12 km/litre,,15.73 km/litre,,1585 kg,7,170 mm,Ventilated Disc,Ventilated Disc,Electric Power,148hp@3500-4000rpm,340Nm@1750-2750rpm,5,Manual,2603 mm,460 litres,Fully automatic climate control,Yes,2185 kg,6
264,Audi,Q3,35 Tdi Quattro Premium Plus,"Rs. 39,92,200",1968 cc,4,AWD (All Wheel Drive),BS IV,64 litres,Diesel,1608 mm,4388 mm,1831 mm,SUV,12 km/litre,,15.73 km/litre,,1685 kg,7,170 mm,Ventilated Disc,Ventilated Disc,Electric Power,177PS@4200rpm,380Nm@1750-2500rpm,5,Automatic,2603 mm,460 litres,Fully automatic climate control,Yes,2185 kg,6
265,Audi,Q3,35 Tdi Quattro Technology,"Rs. 43,61,000",1968 cc,4,AWD (All Wheel Drive),BS IV,64 litres,Diesel,1608 mm,4388 mm,1831 mm,SUV,12 km/litre,,15.73 km/litre,,1585 kg,7,170 mm,Ventilated Disc,Ventilated Disc,Electric Power,177PS@4200rpm,380Nm@1750-2500rpm,5,Automatic,2603 mm,460 litres,Fully automatic climate control,Yes,2185 kg,6
266,Audi,Q3,30 Tfsi Premium,"Rs. 34,96,750",1395 cc,4,FWD (Front Wheel Drive),BS IV,64 litres,Petrol,1608 mm,4388 mm,1831 mm,SUV,12 km/litre,,16.9 km/litre,,1585 kg,7,170 mm,Ventilated Disc,Ventilated Disc,Electric Power,150PS@4200rpm,250Nm@1750-2500rpm,5,Automatic,2603 mm,460 litres,2 Zone Climate Control,Yes,2185 kg,6
267,Mini,Cooper 5 Door,Cooper D,"Rs. 36,00,000",1496 cc,3,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1425 mm,3982 mm,1727 mm,Hatchback,10.3 km/litre,,21.15 km/litre,,1295 kg,6,,Ventilated Disc,Ventilated Disc,Hydraulic Power,116PS@4000rpm,270Nm@1750-2250rpm,5,Automatic,,278 litres,Fully automatic climate control,Yes,,2
268,Mini,Convertible,Cooper S,"Rs. 38,30,000",1998 cc,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1415 mm,3850 mm,1727 mm,Convertible,,,14.59 km/litre,,1370 kg,6,,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,192PS@5000-6000rpm,280NM@1250-4600rpm,4,Automatic,,215 litres,Fully automatic climate control,Yes,,2
269,Volvo,Xc40,D4 Momentum,"Rs. 39,90,000",1969 cc,5,AWD (All Wheel Drive),BS IV,,Diesel,1652 mm,4425 mm,1863 mm,SUV,,,,,,8,211 mm,Ventilated Disc,Ventilated Disc,Electric Power,190bhp,400Nm,5,Automatic,2702 mm,,2 Zone Climate Control,Yes,,7
270,Volvo,Xc40,D4 Inscription,"Rs. 43,90,000",1969 cc,5,AWD (All Wheel Drive),BS IV,,Diesel,1652 mm,4425 mm,1863 mm,SUV,,,,,,8,211 mm,Ventilated Disc,Ventilated Disc,Electric Power,190bhp,400Nm,5,Automatic,2702 mm,,2 Zone Climate Control,Yes,,7
271,Volvo,Xc40,T4 R-Design,"Rs. 39,90,000",1969 cc,5,AWD (All Wheel Drive),BS 6,54 litres,Petrol,1652 mm,4425 mm,1863 mm,SUV,,,,,,8,211 mm,Ventilated Disc,Ventilated Disc,Electric Power,190PS@4000rpm,300Nm@1750rpm,5,Automatic,2702 mm,432 litres,2 Zone Climate Control,Yes,,8
272,Mini,Clubman,Cooper S,"Rs. 41,20,000",1998 cc,4,,BS IV,,Petrol,1441 mm,4253 mm,1801 mm,Hatchback,12.3 km/litre,13.8 km/litre,13.8 km/litre,,1960 kg,,146 mm,Ventilated Disc,Ventilated Disc,Electric Power,192PS@6200RPM,280NM@1250rpm,5,Manual,2670 mm,360 litres,Fully automatic climate control,Yes,,2
273,Audi,A4,Premium Plus 35 Tfsi,"Rs. 41,49,000",1395 cc,4,FWD (Front Wheel Drive),BS IV,54 litres,Petrol,1427 mm,4726 mm,1842 mm,Sedan,,,,,1450 kg,7,,Ventilated Disc,Ventilated Disc,Electric Power,150PS@5000-6000rpm,250Nm@1500-3500,5,DCT,2820 mm,480 litres,3 Zone climate control,Yes,1945 kg,8
274,Audi,A4,Technology 35 Tfsi,"Rs. 45,07,000",1395 cc,4,FWD (Front Wheel Drive),BS IV,54 litres,Petrol,1427 mm,4726 mm,1842 mm,Sedan,,,,,1450 kg,7,,Ventilated Disc,Ventilated Disc,Electric Power,150PS@5000-6000rpm,250Nm@1500-3500,5,DCT,2820 mm,480 litres,3 Zone climate control,Yes,1945 kg,8
275,Mini,John Cooper Works,Hatch,"Rs. 43,50,000",1998 cc,4,FWD (Front Wheel Drive),BS 6,44 litres,Petrol,1414 mm,3874 mm,1727 mm,"Sports, Hatchback",,,16.47 km/litre,,1330 kg,8,,Ventilated Disc,Ventilated Disc,Electric Power,231hp@5200-6200rpm,320 Nm@1450-4800rpm,2,Automatic,2495 mm,455 litres,Fully automatic climate control,Yes,1710 kg,2
